"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","f","n","k"
"1",0.408196728368624,0.31619656166298,0.279367609826618,0.126522542296385,0.242360715985234,0.0883630479269174,0.350260296775072,0.383625474105199,0.354185385775664,0.493444744928327,1.03831270754555,0.466044845097736,0.675816639853632,0.616348876793979,0.219483527025534,0.16222850919058,0.327194718282731,0.388878839301291,0.0798507803629442,0.274395318520007,0.300442455995295,0.851884563964884,0.266854501784775,0.523271871353522,0.501681675515798,0.305442749412204,0.21850091841125,0.37883315896379,0.394992471153004,0.217842589094204,0.447219615560261,0.403313747606049,0.392070901934304,0.276213531170199,0.309452322897586,0.17495315466929,0.286615236750119,0.480396567780287,0.505682832203894,0.218713876506136,0.327265328065101,0.160665418680428,0.728480757051488,0.373271971246528,0.292547382413395,0.464206620307537,0.395204899019671,0.285423046817812,0.5397923563336,0.451551556149069,0.333333333333333,100,5
"2",0.457899230140146,0.493288525130142,0.482578614623088,0.268772093934812,0.387040973852841,0.119064657462042,0.347247887443101,0.223361667726297,0.428627535033623,0.752301871132226,0.983717171803524,0.359801943742,0.540756208701549,0.231363952018548,0.147770029297893,0.157226302787053,0.302408901443804,0.289148301293765,0.239965906763976,0.202084491376498,0.168583832280002,0.749315126799497,0.253315458396579,0.743985811408218,0.667333669952528,0.433133071914874,0.345698432534788,0.365515581362795,0.397873870165728,0.493288229220891,0.490085320995212,0.36409852368418,0.471201915470145,0.259929812198021,0.122227982029348,0.203986557863249,0.496447822819116,0.10668246573004,0.607089590887293,0.20330953708154,0.175529969972855,0.221381829137852,0.443527577170019,0.326999371812359,0.346319666040328,0.21702320454623,0.592908400523729,0.502276319898554,0.31083785135968,0.538783870956805,0.333333333333333,100,5
"3",0.232220343637543,0.457373349126522,0.43228871308037,0.372074297872367,0.325187574858385,0.32691335796741,0.445123759128329,0.0744555681653732,0.334256395160994,0.549605860546618,0.849607360323338,0.315537507667673,0.221771680976091,0.346630126105703,0.144105810889589,0.161647797958243,0.325248206817782,0.353984865923898,0.172710748120757,0.253989588678182,0.242708362097132,0.490013291438677,0.204829969142003,0.64879362326204,0.548616564337927,0.233826258249236,0.219916135419768,0.430205880591477,0.402254250674394,0.428154990723535,0.589033384627352,0.427604622093735,0.464234409661223,0.251099274202173,0.130152680167397,0.745688391805928,0.341185005683903,0.135155147649486,0.69282401341818,0.341152260881681,0.245260697107293,0.271688624968631,0.810732160885935,0.46570244474267,0.332486295201021,0.50060422560291,0.437039516017809,0.0902772721834058,0.620208577961465,0.369018023697706,0.333333333333333,100,5
"4",0.586741754913235,0.231856734981704,0.362808406944582,0.257523740427328,0.374063949673506,0.281071530030372,0.394639754470803,0.384485830289235,0.287260089831276,0.268601672901301,1.17922341425992,0.406146415727384,0.777478675925778,0.532184470393775,0.332407083113858,0.309921999825016,0.254175669950526,0.546860567273736,0.227574865894861,0.416217493508877,0.253501980169654,0.470611398459936,0.25458365379005,0.630591395015813,0.552243202530886,0.315842804239617,0.34828201095093,0.244973466136307,0.391304912895202,0.293560484599953,0.603110455378199,0.440942962739025,0.389702785574902,0.120247557614297,0.20200713319743,0.352775022916199,0.257265216058488,0.390280035591684,0.811916767292116,0.436727689633427,0.334582788240172,0.245691852073211,0.525549849398001,0.381082681129139,0.317431780889222,0.373685346604402,0.498520373192537,0.388546157538874,0.534572121543664,0.45467519512089,0.333333333333333,100,5
"5",0.221742682110037,0.438711781762671,0.311412356572514,0.213404598793989,0.370383570212488,0.171405248085764,0.314087351161091,0.206489216692992,0.39244145540861,0.666530703271379,0.823144520494549,0.325567149336121,0.810700085087872,0.501109910707998,0.356397381937761,0.18032526650463,0.504335971691037,0.304754130036605,0.331925916349568,0.236423047182352,0.407828647518003,0.72740989152174,0.255936255434689,0.591620232903511,0.537847911272526,0.288941122085549,0.0495439093451427,0.321648864651742,0.414601631985803,0.457644282825525,0.31106985841047,0.144423490546941,0.211550391561154,0.317823046143818,0.304520297271837,0.20585909874443,0.298804767833882,0.104285700986959,0.769265070065066,0.38513855543414,0.412221918419559,0.243014542933448,0.969720529951545,0.163762220819967,0.277920494617972,0.405793063908645,0.346760781276482,0.579921045620821,0.251369762653984,0.395283811138061,0.333333333333333,100,5
"6",0.267996832082784,0.527576772215128,0.560566832187894,0.253180348998837,0.160870174303037,0.253880714610683,0.525547069847378,0.635559885128656,0.488126068113329,0.533276686535338,0.763511841568901,0.185551151034955,0.676929050697109,0.293818308350993,0.181887496480399,0.1940499650233,0.373712503156448,0.385395927500814,0.251139936193423,0.202423280152376,0.230922624868029,0.741508590101338,0.160618813377387,0.474092910353542,0.623521992777119,0.124757204758497,0.527839042419358,0.217404462654427,0.355993254259564,0.613034492287422,0.467660947955507,0.326063103460062,0.281824680712651,0.509867849440099,0.300745298015915,0.363940153336765,0.339433301224239,0.271467737750593,0.516878340500957,0.200448908222431,0.282056471417196,0.187451803084394,0.515505908449105,0.391611976227931,0.331367331513224,0.244251890272302,0.687445109396074,0.275677479238664,0.24805618338161,0.451062898746859,0.333333333333333,100,5
"7",0.303591346864637,0.392104172884025,0.425517906366838,0.0771781804627392,0.145576458727834,0.193799945413693,0.506462497041304,0.43480229683731,0.393748307695383,0.705373078842802,0.567450546315132,0.164262114161332,0.458119134408497,0.486718410318851,0.105240493115511,0.370303337595963,0.229262115767025,0.373638212868881,0.192637224931326,0.226829996477123,0.202276726831254,0.284953685125997,0.246163634721854,0.513576708479367,0.547078659515343,0.204282091762259,0.252617640002849,0.494214266014937,0.395938982401392,0.408480390388074,0.303629241402235,0.389972803017931,0.174883307317967,0.0599494975414162,0.15622721593314,0.615070610062387,0.307148837701555,0.216616239727218,0.406692562672371,0.28745693584454,0.300078454790027,0.26918455216627,0.821669178230769,0.551273330713263,0.32335123766399,0.412660811742521,0.392989050096637,0.300258088283304,0.340561292661282,0.445033287644349,0.333333333333333,100,5
"8",0.634617393986999,0.406916759096337,0.212977136151855,0.228345716058409,0.240242107421119,0.276342857746528,0.462416831178984,0.708527408788256,0.300824521345024,0.640800350514151,0.6783942574743,0.327882813436535,0.3842546765586,0.364095918893633,0.239621562505242,0.228751520390616,0.233067897108426,0.424189724259347,0.282883992357261,0.291830400628144,0.303784917871898,0.876518756535225,0.217290866431391,0.516970561772987,0.663786461538128,0.225629128297489,0.34921872786184,0.481698440653124,0.358961029225702,0.453663297683632,0.603127040866449,0.263168912009466,0.510420991644753,0.148128395859366,0.106503309727206,0.211734507579091,0.206704405317306,0.212067253716486,0.38030702803035,0.203823269169802,0.371975107704538,0.444873138948037,0.949714338655248,0.308881161219936,0.286313745239146,0.342266591929854,0.463198258669776,0.710316259320559,0.413676631871804,0.679106623163058,0.333333333333333,100,5
"9",0.355746989571358,0.391169324431863,0.492707177023613,0.104798114174099,0.285881307877428,0.318153990689572,0.418157043841967,0.223543554494549,0.44140300883291,0.62966990807967,1.04804349862851,0.285265574244242,0.496094053269265,0.28716818078063,0.115739625320591,0.140446411470398,0.444353520588922,0.435191282198258,0.232884543227119,0.220001646264401,0.191556339204311,0.445655892092163,0.162496815607394,0.706211188741413,0.566525812558331,0.14416371271447,0.316983472529308,0.32959036949827,0.42594141856813,0.541367339933027,0.386118097450761,0.359037806646692,0.246186998918957,0.473108830937143,0.188010576688733,0.317654022558378,0.389172621672386,0.502221520665558,0.174898312214544,0.407536452371124,0.299894917645066,0.323517497865718,0.541342728284568,0.452507095890369,0.247501312732085,0.244315138445212,0.617324331419175,0.142116004435222,0.317783681587748,0.452280599763069,0.333333333333333,100,5
"10",0.515620854477665,0.379420788731264,0.342997997164975,0.226837754905796,0.175544374948053,0.227437917361925,0.330421472946577,0.549318797370485,0.30063141742786,0.55866131221937,0.667171008785694,0.227675503964436,0.460605902637689,0.44104039625027,0.168079744812932,0.144766374462358,0.409236784592034,0.344226221523846,0.163178602524908,0.397509536328434,0.454031958290257,0.563084153484056,0.333349865990844,0.449898501098208,0.442144568701944,0.118649490511097,0.540821494188671,0.412619900678614,0.343213068909252,0.385634317307633,0.31626597892038,0.44772661941335,0.123465043517014,0.20329317794783,0.291346290473037,0.417627424717613,0.532266494366394,0.16347582376778,0.522013603538306,0.43102864478201,0.313795443397902,0.335538020013009,0.660401440637421,0.353827210522012,0.310397235787714,0.330201521306499,0.226517393705212,0.24993033770937,0.327048118055292,0.34720696234772,0.333333333333333,100,5
